,school,district,county,enroll_12,num_takers_12,enroll_11,num_takers_11,benchmark_12,percent_12,benchmark_11,percent_11
763,Diamond Technology Institute,Pajaro Valley Unified,Santa Cruz,11,4,20,1,7.0,7.0,7.0,7.0
764,Davis School for Independent Study,Davis Joint Unified,Yolo,22,1,13,4,7.0,7.0,7.0,7.0
765,Wheatland Union High,Wheatland Union High,Yuba,166,52,214,63,26.0,50.0,36.0,57.14
766,Alternative Family Education,Santa Cruz City High,Santa Cruz,11,0,18,0,0.0,0.0,0.0,0.0
767,Anderson New Technology High,Anderson Union High,Shasta,37,5,38,6,7.0,7.0,7.0,7.0
768,Chawanakee Academy Charter,Chawanakee Unified,Madera,45,7,23,2,7.0,7.0,7.0,7.0
769,Glacier High School Charter,Yosemite Unified,Madera,27,6,35,3,7.0,7.0,7.0,7.0
770,Capistrano Valley High,Capistrano Unified,Orange,521,153,533,182,117.0,76.47,139.0,76.37
771,San Clemente High,Capistrano Unified,Orange,808,234,706,283,187.0,79.91,224.0,79.15
772,Aspire Golden State College Preparatory Academy,Oakland Unified,Alameda,65,29,87,4,8.0,27.59,7.0,7.0
773,Fremont High,Oakland Unified,Alameda,154,43,188,23,2.0,4.65,3.0,13.04
774,East Bay Innovation Academy,Oakland Unified,Alameda,0,0,44,37,0.0,0.0,16.0,43.24
775,Redwood High,Tamalpais Union High,Marin,447,176,441,193,158.0,89.77,181.0,93.78
776,Riverside County Education Academy,Riverside County Office of Education,Riverside,67,50,52,44,1.0,2.0,3.0,6.82
777,Pivot Charter School Riverside,Riverside County Office of Education,Riverside,22,0,20,0,0.0,0.0,0.0,0.0
778,JCS - Pine Hills,Riverside County Office of Education,Riverside,0,0,68,0,0.0,0.0,0.0,0.0
779,Orangewood High (Continuation),Redlands Unified,San Bernardino,139,44,67,39,2.0,4.55,1.0,2.56
780,Redlands Senior High,Redlands Unified,San Bernardino,569,360,542,449,198.0,55.0,247.0,55.01
781,McClymonds High,Oakland Unified,Alameda,77,45,102,46,5.0,11.11,3.0,6.52
782,American Indian Public High,Oakland Unified,Alameda,62,63,68,70,34.0,53.97,43.0,61.43
783,Coliseum College Prep Academy,Oakland Unified,Alameda,63,22,67,52,2.0,9.09,9.0,17.31
784,Southwest High,Central Union High,Imperial,513,183,515,114,72.0,39.34,56.0,49.12
785,Bonita High,Bonita Unified,Los Angeles,471,182,486,377,104.0,57.14,249.0,66.05
786,Malibu High,Santa Monica-Malibu Unified,Los Angeles,157,72,152,81,55.0,76.39,71.0,87.65
787,Cordova High,Folsom-Cordova Unified,Sacramento,386,89,417,50,38.0,42.7,34.0,68.0
788,Madison Park Academy 6-12,Oakland Unified,Alameda,93,28,114,46,4.0,14.29,5.0,10.87
789,"Math, Science, & Technology Magnet Academy at Roosevelt High",Los Angeles Unified,Los Angeles,104,60,151,131,19.0,31.67,43.0,32.82
790,Pacheco High,Los Banos Unified,Merced,418,120,445,37,29.0,24.17,25.0,67.57
791,Sierra High,San Bernardino City Unified,San Bernardino,292,0,151,3,0.0,0.0,7.0,7.0
792,San Bernardino High,San Bernardino City Unified,San Bernardino,321,94,375,268,19.0,20.21,30.0,11.19
793,Rio Valley Charter,Lodi Unified,San Joaquin,136,13,127,0,7.0,7.0,0.0,0.0
794,Monte Vista High,Newport-Mesa Unified,Orange,35,2,16,0,7.0,7.0,0.0,0.0
795,Bella Vista High,San Juan Unified,Sacramento,458,145,437,155,102.0,70.34,133.0,85.81
796,Scripps Ranch High,San Diego Unified,San Diego,542,255,518,329,211.0,82.75,307.0,93.31
797,High Tech High,San Diego Unified,San Diego,126,92,126,65,28.0,30.43,32.0,49.23
798,Morse High,San Diego Unified,San Diego,374,119,422,107,61.0,51.26,52.0,48.6
799,Manteca Community Day (7-12),Manteca Unified,San Joaquin,4,0,12,1,0.0,0.0,7.0,7.0
800,Manteca High,Manteca Unified,San Joaquin,372,75,430,72,25.0,33.33,48.0,66.67
801,Tehachapi High,Tehachapi Unified,Kern,280,62,300,49,33.0,53.23,43.0,87.76
802,Whitney Young Continuation,Los Angeles Unified,Los Angeles,13,0,18,7,0.0,0.0,7.0,7.0
803,Alisal High,Salinas Union High,Monterey,651,232,704,142,67.0,28.88,56.0,39.44
804,Perris High,Perris Union High,Riverside,512,145,548,159,28.0,19.31,36.0,22.64
805,John W. North High,Riverside Unified,Riverside,501,213,538,208,74.0,34.74,95.0,45.67
806,Merrill F. West High,Tracy Joint Unified,San Joaquin,481,142,529,96,65.0,45.77,56.0,58.33
807,West Park Charter Academy,West Park Elementary,Fresno,69,0,72,0,0.0,0.0,0.0,0.0
808,Avalon K-12,Long Beach Unified,Los Angeles,43,20,37,28,5.0,25.0,10.0,35.71
809,James Monroe High,Los Angeles Unified,Los Angeles,510,183,416,361,33.0,18.03,36.0,9.97
810,San Fernando Senior High,Los Angeles Unified,Los Angeles,458,192,435,423,48.0,25.0,76.0,17.97
811,Van Nuys Senior High,Los Angeles Unified,Los Angeles,535,240,606,531,148.0,61.67,223.0,42.0
812,Palisades Charter High,Los Angeles Unified,Los Angeles,714,299,749,323,205.0,68.56,260.0,80.5
813,Susan H. Nelson,Temecula Valley Unified,Riverside,137,7,53,5,7.0,7.0,7.0,7.0
814,Murrieta Valley High,Murrieta Valley Unified,Riverside,572,221,551,242,119.0,53.85,164.0,67.77
815,Cesar E. Chavez High,Delano Joint Union High,Kern,316,128,356,99,52.0,40.63,53.0,53.54
816,"Hilda L. Solis Learning Academy School of Technology, Business and Education",Los Angeles Unified,Los Angeles,67,41,44,37,4.0,9.76,3.0,8.11
817,Valley View Charter Prep,New Jerusalem Elementary,San Joaquin,11,2,26,5,7.0,7.0,7.0,7.0
818,Delta Charter,New Jerusalem Elementary,San Joaquin,71,7,89,5,7.0,7.0,7.0,7.0
819,John Henry High,West Contra Costa Unified,Contra Costa,78,44,75,54,11.0,25.0,15.0,27.78
820,Greenwood Academy,West Contra Costa Unified,Contra Costa,241,74,72,2,1.0,1.35,7.0,7.0
821,Arcadia High,Arcadia Unified,Los Angeles,829,369,788,426,312.0,84.55,400.0,93.9
822,Rocklin High,Rocklin Unified,Placer,499,193,549,242,152.0,78.76,215.0,88.84
823,Vista Norte Public Charter,Helendale Elementary,San Bernardino,18,0,110,1,0.0,0.0,7.0,7.0
824,Julian High,Julian Union High,San Diego,20,8,24,11,7.0,7.0,7.0,7.0
825,Five Keys Independence HS (SF Sheriff's),San Francisco Unified,San Francisco,63,0,70,0,0.0,0.0,0.0,0.0
826,Leadership High,San Francisco Unified,San Francisco,75,42,77,16,2.0,4.76,3.0,18.75
827,Hillsdale High,San Mateo Union High,San Mateo,356,151,374,149,109.0,72.19,128.0,85.91
828,Las Lomas High,Acalanes Union High,Contra Costa,367,149,397,186,114.0,76.51,171.0,91.94
829,California Virtual Academy at Fresno,Orange Center,Fresno,40,1,51,0,7.0,7.0,0.0,0.0
830,Kings Valley Academy II,Kit Carson Union Elementary,Kings,75,2,297,2,7.0,7.0,7.0,7.0
831,Ellington (Duke) High (Continuation),Los Angeles Unified,Los Angeles,20,0,16,14,0.0,0.0,7.0,7.0
832,West Hollywood Opportunity,Los Angeles Unified,Los Angeles,17,6,9,4,7.0,7.0,7.0,7.0
833,Assurance Learning Academy,Acton-Agua Dulce Unified,Los Angeles,439,11,921,0,7.0,7.0,0.0,0.0
834,iLEAD Hybrid,Acton-Agua Dulce Unified,Los Angeles,60,12,96,10,7.0,7.0,7.0,7.0
835,Arnold O. Beckman High,Tustin Unified,Orange,760,258,689,364,207.0,80.23,318.0,87.36
836,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,525,185,551,358,137.0,74.05,310.0,86.59
837,Concord High,Mt. Diablo Unified,Contra Costa,369,115,333,79,65.0,56.52,48.0,60.76
838,Westwood High,Westwood Unified,Lassen,10,6,16,0,7.0,7.0,0.0,0.0
839,Unity Middle College High,Orange County Department of Education,Orange,0,0,24,0,0.0,0.0,0.0,0.0
840,Temecula Valley High,Temecula Valley Unified,Riverside,642,310,717,340,142.0,45.81,226.0,66.47
841,Montclair High,Chaffey Joint Union High,San Bernardino,705,270,681,250,97.0,35.93,114.0,45.6
842,Abraham Lincoln High,San Jose Unified,Santa Clara,463,160,453,423,80.0,50.0,173.0,40.9
843,Technology High,Cotati-Rohnert Park Unified,Sonoma,76,27,82,45,19.0,70.37,41.0,91.11
844,Nordhoff High,Ojai Unified,Ventura,157,49,176,50,28.0,57.14,42.0,84.0
845,Golden Eagle Charter,Siskiyou County Office of Education,Siskiyou,50,10,33,11,7.0,7.0,7.0,7.0
846,Summit Charter Academy,Burton Elementary,Tulare,81,33,81,5,9.0,27.27,7.0,7.0
847,Carter G. Woodson Public Charter,Fresno Unified,Fresno,135,3,104,0,7.0,7.0,0.0,0.0
848,NAVA College Preparatory Academy,Los Angeles Unified,Los Angeles,153,79,116,113,6.0,7.59,6.0,5.31
849,Natomas Charter,Natomas Unified,Sacramento,117,77,124,75,42.0,54.55,43.0,57.33
850,Victor Valley High,Victor Valley Union High,San Bernardino,425,89,442,333,21.0,23.6,46.0,13.81
851,Andrew P. Hill High,East Side Union High,Santa Clara,450,140,455,333,78.0,55.71,108.0,32.43
852,Will C. Wood High,Vacaville Unified,Solano,329,122,433,86,58.0,47.54,50.0,58.14
853,Analy High,West Sonoma County Union High,Sonoma,262,93,260,84,64.0,68.82,58.0,69.05
854,Mt. Whitney High,Visalia Unified,Tulare,397,101,368,62,41.0,40.59,35.0,56.45
855,Public Safety Academy,Fairfield-Suisun Unified,Solano,79,32,60,20,16.0,50.0,12.0,60.0
856,Hearthstone School,Butte County Office of Education,Butte,47,0,33,0,0.0,0.0,0.0,0.0
857,Fresno High,Fresno Unified,Fresno,442,91,471,245,8.0,8.79,29.0,11.84
858,Desert Hot Springs High,Palm Springs Unified,Riverside,417,82,411,118,15.0,18.29,22.0,18.64
859,Atascadero Choices in Education Academy (ACE),Atascadero Unified,San Luis Obispo,29,1,34,1,7.0,7.0,7.0,7.0
860,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,64,55,76,62,41.0,74.55,57.0,91.94
861,Prospect Education Center,Porterville Unified,Tulare,25,0,19,0,0.0,0.0,0.0,0.0
862,Laguna Hills High,Saddleback Valley Unified,Orange,374,118,387,113,71.0,60.17,93.0,82.3
863,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,370,136,375,199,107.0,78.68,172.0,86.43
864,Petaluma High,Petaluma Joint Union High,Sonoma,319,129,306,117,85.0,65.89,91.0,77.78
865,River Oaks Academy,Ventura County Office of Education,Ventura,23,9,21,14,7.0,7.0,7.0,7.0
866,Ceres High,Ceres Unified,Stanislaus,381,141,402,145,34.0,24.11,66.0,45.52
867,Mt. Eden High,Hayward Unified,Alameda,459,164,513,137,80.0,48.78,71.0,51.82
868,Northridge Academy High,Los Angeles Unified,Los Angeles,235,103,197,176,40.0,38.83,45.0,25.57
869,Brea Canyon High (Continuation),Brea-Olinda Unified,Orange,24,2,22,0,7.0,7.0,0.0,0.0
870,Thrive Public,SBE - Thrive Public,San Diego,0,0,34,1,0.0,0.0,7.0,7.0
871,Thomas Downey High,Modesto City High,Stanislaus,479,142,496,84,47.0,33.1,40.0,47.62
872,Elk Grove High,Elk Grove Unified,Sacramento,475,139,438,153,85.0,61.15,103.0,67.32
873,Academy of Careers and Exploration,Helendale Elementary,San Bernardino,63,18,62,11,5.0,27.78,7.0,7.0
874,Davis Senior High,Davis Joint Unified,Yolo,569,268,609,416,238.0,88.81,372.0,89.42
875,Scotts Valley High,Scotts Valley Unified,Santa Cruz,192,90,214,76,73.0,81.11,66.0,86.84
876,Riverbank High,Riverbank Unified,Stanislaus,144,40,183,78,11.0,27.5,21.0,26.92
877,Pioneer High,Woodland Joint Unified,Yolo,350,125,380,83,52.0,41.6,44.0,53.01
878,Woodland Senior High,Woodland Joint Unified,Yolo,343,98,324,66,37.0,37.76,27.0,40.91
879,Oakland School for the Arts,Oakland Unified,Alameda,103,48,120,49,29.0,60.42,42.0,85.71
880,San Pasqual Valley High,San Pasqual Valley Unified,Imperial,42,19,42,17,2.0,10.53,1.0,5.88
881,Owens Valley High,Owens Valley Unified,Inyo,2,2,10,11,7.0,7.0,7.0,7.0
882,Wonderful College Prep Academy,Kern County Office of Education,Kern,128,101,127,113,19.0,18.81,23.0,20.35
883,Hawthorne High,Centinela Valley Union High,Los Angeles,498,199,462,175,23.0,11.56,29.0,16.57
884,Troy High,Fullerton Joint Union High,Orange,624,286,644,429,254.0,88.81,410.0,95.57
885,Olive Grove Charter - Lompoc,SBE - Olive Grove Charter - Lompoc,Santa Barbara,36,0,28,0,0.0,0.0,0.0,0.0
886,Northern Summit Academy,Whitmore Union Elementary,Shasta,26,0,22,0,0.0,0.0,0.0,0.0
887,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,588,142,585,181,68.0,47.89,69.0,38.12
888,CORE Charter,Camptonville Elementary,Yuba,42,6,43,23,7.0,7.0,16.0,69.57
889,Alameda Science and Technology Institute,Alameda Unified,Alameda,43,32,50,45,28.0,87.5,43.0,95.56
890,Centennial High,Kern High,Kern,471,127,496,157,80.0,62.99,119.0,75.8
891,East Bakersfield High,Kern High,Kern,533,133,547,67,30.0,22.56,29.0,43.28
892,Santa Fe High,Whittier Union High,Los Angeles,521,264,536,222,99.0,37.5,125.0,56.31
893,Whittier High,Whittier Union High,Los Angeles,432,266,440,125,93.0,34.96,61.0,48.8
894,William S. Hart High,William S. Hart Union High,Los Angeles,540,208,555,183,139.0,66.83,138.0,75.41
895,University Preparatory,Victor Valley Union High,San Bernardino,164,109,171,167,65.0,59.63,97.0,58.08
896,Silver Valley Academy,Silver Valley Unified,San Bernardino,10,1,15,0,7.0,7.0,0.0,0.0
897,Union Mine High,El Dorado Union High,El Dorado,259,63,261,47,40.0,63.49,39.0,82.98
898,Ponderosa High,El Dorado Union High,El Dorado,420,138,447,170,108.0,78.26,149.0,87.65
899,South Tahoe High,Lake Tahoe Unified,El Dorado,239,54,246,70,28.0,51.85,54.0,77.14
900,Le Grand High,Le Grand Union High,Merced,95,46,123,65,7.0,15.22,17.0,26.15
901,Ocean View High,Huntington Beach Union High,Orange,324,92,295,114,37.0,40.22,48.0,42.11
902,Antioch High,Antioch Unified,Contra Costa,456,110,523,70,22.0,20.0,22.0,31.43
903,Avenal High,Reef-Sunset Unified,Kings,149,63,117,59,8.0,12.7,16.0,27.12
904,Clear Lake High,Lakeport Unified,Lake,80,27,85,11,18.0,66.67,7.0,7.0
905,Clear Passage Educational Center,Long Beach Unified,Los Angeles,6,0,15,1,0.0,0.0,7.0,7.0
906,Millikan High,Long Beach Unified,Los Angeles,824,461,862,785,211.0,45.77,329.0,41.91
907,Polytechnic High,Long Beach Unified,Los Angeles,1007,607,989,824,257.0,42.34,314.0,38.11
908,Wilson High,Long Beach Unified,Los Angeles,818,671,887,775,198.0,29.51,215.0,27.74
909,San Pedro Senior High,Los Angeles Unified,Los Angeles,480,125,558,477,49.0,39.2,129.0,27.04
910,Taft Charter High,Los Angeles Unified,Los Angeles,498,207,545,458,94.0,45.41,186.0,40.61
911,Venice Senior High,Los Angeles Unified,Los Angeles,398,197,463,417,93.0,47.21,127.0,30.46
912,Joseph Pomeroy Widney Career Preparatory and Transition Center,Los Angeles Unified,Los Angeles,284,1,11,0,7.0,7.0,0.0,0.0
913,Redondo Union High,Redondo Beach Unified,Los Angeles,709,190,746,343,148.0,77.89,311.0,90.67
914,Sierra Academy of Expeditionary Learning,Nevada Joint Union High,Nevada,44,11,31,6,7.0,7.0,7.0,7.0
915,North Point Academy,Nevada Joint Union High,Nevada,39,2,31,4,7.0,7.0,7.0,7.0
916,Bear River High,Nevada Joint Union High,Nevada,128,40,151,41,26.0,65.0,35.0,85.37
917,MethodSchools,Dehesa Elementary,San Diego,13,1,17,3,7.0,7.0,7.0,7.0
918,Emery Secondary,Emery Unified,Alameda,40,13,59,53,7.0,7.0,14.0,26.42
919,American High,Fremont Unified,Alameda,538,203,578,327,174.0,85.71,302.0,92.35
920,California Connections Academy @ North Bay,Middletown Unified,Lake,31,3,28,4,7.0,7.0,7.0,7.0
921,Placer County Community Schools,Placer County Office of Education,Placer,11,0,13,1,0.0,0.0,7.0,7.0
922,El Camino High,Oceanside Unified,San Diego,795,246,658,214,140.0,56.91,147.0,68.69
923,Arroyo High,San Lorenzo Unified,Alameda,473,192,439,153,91.0,47.4,107.0,69.93
924,Ednovate - USC Hybrid High College Prep,Los Angeles Unified,Los Angeles,131,4,135,7,7.0,7.0,7.0,7.0
925,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,Los Angeles Unified,Los Angeles,78,28,92,73,1.0,3.57,1.0,1.37
926,Linda Esperanza Marquez High B LIBRA Academy,Los Angeles Unified,Los Angeles,141,81,179,172,13.0,16.05,41.0,23.84
927,Visual and Performing Arts at Legacy High School Complex,Los Angeles Unified,Los Angeles,115,60,95,98,5.0,8.33,13.0,13.27
928,OUSD Home Sch,Orange Unified,Orange,26,14,18,2,7.0,7.0,7.0,7.0
929,Boynton High,Campbell Union High,Santa Clara,152,1,57,2,7.0,7.0,7.0,7.0
930,Branham High,Campbell Union High,Santa Clara,416,139,417,204,103.0,74.1,177.0,86.76
931,Mountain Oaks,Calaveras County Office of Education,Calaveras,49,7,52,0,7.0,7.0,0.0,0.0
932,Angel's Gate (Continuation),Los Angeles Unified,Los Angeles,19,0,32,21,0.0,0.0,1.0,4.76
933,Mt. Lukens Continuation,Los Angeles Unified,Los Angeles,9,7,14,1,7.0,7.0,7.0,7.0
934,Amelia Earhart Continuation,Los Angeles Unified,Los Angeles,14,1,15,12,7.0,7.0,7.0,7.0
935,Chatsworth Charter High,Los Angeles Unified,Los Angeles,448,181,435,307,65.0,35.91,69.0,22.48
936,Sun Valley Magnet,Los Angeles Unified,Los Angeles,71,28,82,81,9.0,32.14,14.0,17.28
937,iQ Academy California-Los Angeles,Rowland Unified,Los Angeles,71,9,85,7,7.0,7.0,7.0,7.0
938,John A. Rowland High,Rowland Unified,Los Angeles,513,194,505,197,123.0,63.4,176.0,89.34
939,Black Diamond High (Continuation),Pittsburg Unified,Contra Costa,118,2,84,1,7.0,7.0,7.0,7.0
940,El Camino High (Continuation),Norwalk-La Mirada Unified,Los Angeles,161,86,84,52,1.0,1.16,0.0,0.0
941,Cypress High,Anaheim Union High,Orange,713,324,670,291,217.0,66.98,238.0,81.79
942,Fontana A. B. Miller High,Fontana Unified,San Bernardino,507,171,511,447,55.0,32.16,98.0,21.92
943,Classical Academy High,Escondido Union High,San Diego,298,93,306,163,67.0,72.04,132.0,80.98
944,Warner Junior/Senior High,Warner Unified,San Diego,11,6,16,3,7.0,7.0,7.0,7.0
945,Lancaster High,Antelope Valley Union High,Los Angeles,575,116,589,501,40.0,34.48,86.0,17.17
946,Chester Junior/Senior High,Plumas Unified,Plumas,22,8,26,18,7.0,7.0,5.0,27.78
947,Alpha Charter,Elverta Joint Elementary,Sacramento,10,7,14,4,7.0,7.0,7.0,7.0
948,Design Tech High,San Mateo Union High,San Mateo,120,71,140,85,50.0,70.42,72.0,84.71
949,Summit Preparatory Charter High,Sequoia Union High,San Mateo,95,47,113,104,15.0,31.91,39.0,37.5
950,Sequoia High,Sequoia Union High,San Mateo,486,176,515,218,108.0,61.36,164.0,75.23
951,California Military Institute,Perris Union High,Riverside,109,64,122,73,15.0,23.44,26.0,35.62
952,Riverside STEM Academy,Riverside Unified,Riverside,53,35,50,43,32.0,91.43,42.0,97.67
953,California City High,Mojave Unified,Kern,107,28,148,13,10.0,35.71,7.0,7.0
954,Cesar Chavez Continuation High,Compton Unified,Los Angeles,214,4,132,1,7.0,7.0,7.0,7.0
955,Monterey High,Monterey Peninsula Unified,Monterey,348,280,325,122,108.0,38.57,75.0,61.48
956,Cathedral City High,Palm Springs Unified,Riverside,390,111,416,137,36.0,32.43,51.0,37.23
957,Foothill High,Twin Rivers Unified,Sacramento,251,210,297,49,18.0,8.57,11.0,22.45
958,Nipomo High,Lucia Mar Unified,San Luis Obispo,226,52,226,63,26.0,50.0,35.0,55.56
959,Gateway to College at Laney College,Oakland Unified,Alameda,65,0,9,0,0.0,0.0,0.0,0.0
960,Conservatory of Vocal/Instrumental Arts High,Oakland Unified,Alameda,13,12,14,15,7.0,7.0,8.0,53.33
961,Baldwin Park High,Baldwin Park Unified,Los Angeles,438,135,438,94,58.0,42.96,50.0,53.19
962,Rose City High (Continuation),Pasadena Unified,Los Angeles,104,5,67,1,7.0,7.0,7.0,7.0
963,Gateway College and Career Academy,Riverside County Office of Education,Riverside,151,0,20,2,0.0,0.0,7.0,7.0
964,Marconi Learning Academy,Robla Elementary,Sacramento,9,0,60,0,0.0,0.0,0.0,0.0
965,Orcutt Academy Charter,Orcutt Union Elementary,Santa Barbara,145,56,138,68,43.0,76.79,61.0,89.71
966,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,536,132,521,102,68.0,51.52,57.0,55.88
967,South Sutter Charter,Marcum-Illinois Union Elementary,Sutter,140,12,141,8,7.0,7.0,7.0,7.0
968,California Virtual Academy at Sutter,Meridian Elementary,Sutter,91,6,95,3,7.0,7.0,7.0,7.0
969,Early College High,Newport-Mesa Unified,Orange,50,15,50,41,8.0,53.33,29.0,70.73
970,ASPIRE Community Day,Hemet Unified,Riverside,10,8,20,0,7.0,7.0,0.0,0.0
971,Options for Youth-San Juan,San Juan Unified,Sacramento,166,28,209,31,4.0,14.29,4.0,12.9
972,REALM Charter,Berkeley Unified,Alameda,65,0,73,0,0.0,0.0,0.0,0.0
973,Campolindo High,Acalanes Union High,Contra Costa,340,97,316,153,77.0,79.38,142.0,92.81
974,Agoura High,Las Virgenes Unified,Los Angeles,459,134,494,207,109.0,81.34,174.0,84.06
975,"Lennox Mathematics, Science and Technology Academy",Lennox,Los Angeles,143,144,139,120,54.0,37.5,59.0,49.17
976,New Technology High,Napa Valley Unified,Napa,97,29,107,55,15.0,51.72,34.0,61.82
977,Coachella Valley High,Coachella Valley Unified,Riverside,607,168,678,137,45.0,26.79,54.0,39.42
978,Newark Memorial High,Newark Unified,Alameda,397,141,438,121,64.0,45.39,86.0,71.07
979,Wallis Annenberg High,Los Angeles Unified,Los Angeles,98,96,117,5,9.0,9.38,7.0,7.0
980,Dana Hills High,Capistrano Unified,Orange,669,172,623,215,108.0,62.79,187.0,86.98
981,Roseville High,Roseville Joint Union High,Placer,416,157,511,190,94.0,59.87,131.0,68.95
982,Mount Miguel High,Grossmont Union High,San Diego,322,65,295,59,15.0,23.08,23.0,38.98
983,Lincoln (Abraham) High,San Francisco Unified,San Francisco,519,319,516,281,205.0,64.26,205.0,72.95
984,Yerba Buena High,East Side Union High,Santa Clara,420,151,434,367,74.0,49.01,121.0,32.97
985,Phoenix High,East Side Union High,Santa Clara,46,1,32,26,7.0,7.0,0.0,0.0
986,Matt Garcia Career and College Academy,Fairfield-Suisun Unified,Solano,7,1,5,1,7.0,7.0,7.0,7.0
987,Porterville High,Porterville Unified,Tulare,435,115,503,117,29.0,25.22,45.0,38.46
988,Gateway to College Academy,Petaluma Joint Union High,Sonoma,46,0,20,0,0.0,0.0,0.0,0.0
989,Carpe Diem High (Continuation),Petaluma Joint Union High,Sonoma,12,1,10,0,7.0,7.0,0.0,0.0
